,Text,Topic,Cluster
149,"Bait Shop. This is another business where a store is not needed. A small bait shop that does not advertise in advance can sell bait for a profit. This is not a good way to start if one has no customers, but can be a good way to diversify.",bait shop,10.0
150,"Music and DJ’s. Music and DJ’s are not very lucrative in South Florida, but it is the most profitable of all options for a store. A $7000 to the store is fairly standard. In addition to regular payments, one can get an additional $10 to $15,000 of personal loans to be used to either pay expenses for the store or to pay off a loan.",music and dj’s,10.0
151,"Bait and Tackle. One could open a business selling bait or fishing tackle. This business can be very profitable, since people might be willing to eat fish that are caught in their bait store. However, this type of business would have a higher risk of failure.",bait and tackle,10.0
152,"Bar Brothels. This is a risky venture, but the potential for high profits makes it worth pursuing. One could start a business that offers sex for a fee and charge 10% tax. By only charging the minimum $100 per act, one can make $50,000 of profit per month with no overhead.",bar brothels,10.0
153,Bar-Liquor Store. One can acquire a bar-lounger and set it up to be a profitable business to operate.,bar-liquor store,10.0
154,"Bar & Billiards. One can start a bar & billiards establishment for as low as $1800 to $2500 in the first year. After that, the income goes up quite a lot because the cost of labor increases exponentially.",bar & billiards,10.0
155,"Bikes Rental Shop. In this case, the start up cost is $1000 plus $2000 for a license. This would make up the remaining $1000 to be loan for the startup.",bikes rental shop,11.0
156,"Gas Station. This business does not necessarily need a store as in option three, but it can make a lot of money with its high profit margins.",gas station,11.0
157,"Lawn Mower Repair shop. For the low as $6000, one can open a mower repair shop for mowing grass, which are not very profitable yet.",lawn mower repair shop,11.0
158,"Bicycles. Buying a bike would cost anywhere from $3000 to $4000, depending upon if the shop is going to need a larger selection of bikes. This would give you much higher profits, but you still would not have that much to pay back on and it would not require large physical assets due to the low initial purchase cost.",bicycles,11.0
159,"Car Service. One could purchase a car service or a car detailing service, with a small monthly payment. This business requires a large initial investment, and is quite unlikely to be profitable. However, one could make enough money to get it paid off with a small loan.",car service,11.0
160,"Car sales. There are many cars up for sale at a reasonable price for someone who wants to purchase and resell them. With a little bit of research, one can find cars that one can resell to make good profits, and thus get into the business.",car sales,11.0
161,"Carwash. One could just use the car to wash the cars and get a profit on that. This is just as profitable as car services, and possibly higher than regular car wash services.",carwash,11.0
162,"Airplane rentals. One could rent an airplane for as low as $2000 and get set up for business. Most aircraft have annual maintenance fees that are quite high for a small owner, making the plane slightly more profitable.",airplane rentals,11.0
163,"Car Wash & Tire Shop. This business needs to use extra space for their services. One can rent this extra space for $2000 to $3000, depending on number of customers they receive.",car wash & tire shop,11.0
164,Tires and Tire Repair. This is a very profitable option that can be expanded from a single location to 5 locations at a cost of $5000 to $7000 each.,tires and tire repair,11.0
165,"Gasoline Station. I know this business is not profitable. But on the contrary, there are many ways to make it. One can make it such that customers come to drive to the station, but in the parking lots would be filled with people wanting to buy a certain type of gas. By getting some business on the streets, you can easily start this gas station business that is profitable. Also, you can use the extra profit to pay off the loan.",gasoline station,11.0
166,"Gas Grill. Gas grills are quite profitable during the summer season and moderately profitable during the winter season, making them very feasible for operation. You can set up these gas grills to be used as sit down restaurants and could make about $700 to $1000 profit per week during the summer and winter seasons.",gas grill,11.0
167,"Car washes. To do this, one first does a small cleaning business, then does a small auto-wash business, then does a business for all cars of a certain make & model. This business is a little more profitable, but its a little more money to start and more maintenance on the vehicles.",car washes,11.0
168,"Electric Bike. This is a great option in terms of low start up costs, yet the same options as the woodworking shop (same equipment and similar business ideas to the woodworking shop, such as selling coffee/tea cups). These electric bikes are fairly profitable and are ideal for the summer.",electric bike,11.0
169,"Gasoline service station. This is probably the best option. For as little as $1000, one can get everything that one will need, which usually include gas, fuel, and other maintenance.",gasoline service station,11.0
170,"Custom car sales. Since vehicles are quite profitable at this time, one may be able to secure a lease to sell such autos. In fact, this is the largest opportunity that they may have.",custom car sales,11.0
171,"Car Wash business. Starting from $8000 in start up expenses, one can set up a car washer business with a little capital.",car wash business,11.0
172,"Dumpster Rental. One could rent a dumpster and start a business renting out those same dumpsters. They could price $12,500 for a large dumpster with four wheels and four arms, and $3500 for the small one with eight wheels and 4 arms. However after the first 30 days, there is not much of a profit, so you will need that money upfront to keep the business running.",dumpster rental,11.0
173,"Bikes Rental business. One could go with this option since it is pretty profitable and it would not require a store. As low as $8000, one can rent out their bike and have enough money to start up. This would be moderately profitable if a good number of bikes were rented out.",bikes rental business,11.0
174,"Carwash/Gasoline Station. This business would be more profitable to operate in warmer climates. By running a gas station, instead of a carwash, the high profit margins in summer months would make up for the lack of profits in winter months. The only time this could be profitable is at the beginning of the year when there is a huge rush of drivers for gas or oil.",carwash/gasoline station,11.0
175,Bikes. This option is not very profitable but one would be able to lease these as rental bikes. The rental for as low as $2000 would make it possible to start one for less than $100/month.,bikes,11.0
176,"Tires and Rims. One can purchase a used car that has over 100,000 miles and sell it to a buyer who is willing to pay that amount. This would be one of the least profitable but most lucrative of all options since one does not have to pay for the loan on it.",tires and rims,11.0
177,Car Rental Service. The most profitable and high margin businesses in today's economy are Car Rental & Car Service. These two options have the highest profit margins.,car rental service,11.0
178,"Car Care and Parking lot. One can take these two businesses and combine them into one, making it more money. This is very profitable if the customer pays for the services they buy. Customers do not know the difference, because it does not affect the profits of the first business.",car care and parking lot,11.0
179,"Towing Service. You may want to consider starting a towing business and renting the necessary vehicles. This business is fairly costly, but very profitable in some locations. It helps if the location is relatively small.",towing service,11.0
180,"Automobile Rentals. One could rent cars for $400 a month. After running the business for two months and earning $200, one would be able to rent another car for $1500. Then one could continue accumulating money. By the end of two months of this business operation, one could make $1200 without incurring any debt.",automobile rentals,11.0
181,"Car-Shopping Shop. There are many different businesses that could be started for as low as $2000. There are many car- and vehicle-shops that offer low prices, and also offer good service and customer service. There is no need for inventory, and no need to stock up on groceries or other products.",car-shopping shop,11.0
182,"Golf Course. This is a viable option if a small business with relatively low-demand. Although it costs a little more than starting from scratch, this is a viable option.",golf course,12.0
183,"Golf Game rental. The first time the game gets played, it would cost around $3000 to get the equipment and get it running. The initial cost might be less if there is a store in the area to rent. If one wanted to expand, the cost would be higher.",golf game rental,12.0
184,"Golf Club. This business would only take about $6000 if it were located out in the country, but could charge anywhere from $2000 to $8000 for a course and 18 hole green fees.",golf club,12.0
185,Golf Props. One could purchase these and go about their business.,golf props,12.0
186,"Golf Course Maintenance. For as low as $6000, this would require only as much as a couple of golf carts. This is also a profitable option.",golf course maintenance,12.0
187,"Golf Cart Business. One could purchase a golf cart from a local or state golf course and use it when needed. Some golf courses will pay cash for golf carts, some will reimburse the cost of renting a cart. They use them for their recreation or for showing visitors around. These carts are very profitable.",golf cart business,12.0
188,"Golf Shop. This type of business requires lower start up costs and lower initial investment requirements. For as low as $3200, one can start with a good amount of capital invested. This is moderately profitable, but only if demand can meet up with supply.",golf shop,12.0
189,"Golf Course Rentals. Many courses are owned by the state through the Department of Revenue. They are public golf courses of about 12-600 miles in length. They pay taxes on the fees to the state in order to maintain all the golf courses. On top of that, you would pay taxes on the cost of the materials that you use. This business would not need to buy land. They would just be renting a golf course. This option is moderately profitable on a long-term basis, but",golf course rentals,12.0
190,"Con-crete Company. One may get the required equipment and start up for as low as $8000. These businesses could be profitable on their own, or with a little more work, one could eventually have a profitable business of their own. This option is also moderately profitable, but demand depends on location.",con-crete company,13.0
191,"Real Estate. One could build up a real estate business and rent out their space or build an apartment or house. One could either invest and own the apartment or could buy it and rent out. Some are in the process of purchasing houses to renovate and convert into apartments, and are currently running low on cash flow because of mortgage payments. This was not mentioned in the first list in this post, it is just a way to explain it in a few comments. Some do own houses and use it",real estate,13.0
192,"Personal Injury Lawyer. This is a high profit business, as fees only depend on the nature of case, a lot of trial attorney fees should be covered by the customer. With a high profit margin, as the case does not always take a lot of time or money, a business should be able to pay higher loan interest rates. Some personal injury lawyers charge as high as $125000 for a case involving the death of one’s spouse or small children.",personal injury lawyer,13.0
193,"Electrician. For as low as $5000, one can get all the required equipment and start their own business. It is very profitable during summers as demand is higher.",electrician,13.0
194,"Concrete. This is the most profitable option for those looking for a low interest option. One can build a building to house this kind of business, and save up and start up the business.",concrete,13.0
195,"Real Estate Brokers. In some locations, the only property a real estate broker is doing business with is properties, or buildings where they are not the sole owner, but they may have clients who would want to own the property. These types of opportunities do not require as much overhead and may be even profitable.",real estate brokers,13.0
196,Real Estate businesses. One need not invest in realty in order to run a real estate business. One could actually start one of the following businesses in order to cover the cost of a loan.,real estate businesses,13.0
197,"Home remodeling company. For as much as about $2500, one could rent out certain rooms in the house of a single individual. These rooms could be decorated and could be rented out for $100 to $200 per month.",home remodeling company,13.0
198,"Bail Bonds. If the business can be started for $2000, one cannot miss this option.",bail bonds,13.0
199,"Concrete Piling. One could set up their own concrete piling business for as low as $7000 if they would have enough experience. This option is moderately profitable, but a little more high risk.",concrete piling,13.0
200,"Construction Site. There are many of these in the United States but in smaller towns, the construction sites are not large and there are few customers for the services of the small businesses. That being said, there are still businesses that work on construction sites. These are usually less lucrative then the above businesses, but still profitable. However, if the construction sites are not viable, one may need to start out with smaller start up costs.",construction site,13.0
201,"Lumberyard. For as low as $1500, one can be able to get all the necessary equipment, start a brick and mortar or online store. Lumber is also an extremely profitable business to be in.",lumberyard,13.0
202,"Construction Companies. One could setup a construction company for as low as $5000 and then start it up. This option would become more profitable as the business expands. The same amount of money could buy a used car and then pay for the first few months to get the business going. A very low start-up cost also makes it more feasible for a small business, but a higher cost could still be possible.",construction companies,13.0
203,"Concrete Shop. This business is not for the faint of heart as concrete is a very heavy project. It takes very little money, but the business is not going to be able to support the owner's family. The owner will have to use his or her own resources but should be able to use someone else's resources for this project. Concrete shop is also slightly more risky as you may get into a dispute with a customer who doesn't like your price, however at $6000 the risk is",concrete shop,13.0
204,"Custom Paint shop. This business could be quite profitable in the middle of the year. From $4000 - $8000, in this business, one can have a nice salary.",custom paint shop,14.0
205,"Painting Businesses. There are various types of painting, whether it be exterior painting, interior painting, or painting interior. This can be set up with a business of any kind. For a few thousand each, one can get their start up.",painting businesses,14.0
206,"Painting and Drywall. This business would work well at a location that requires many people to service, with only six people to service the job, or even less. A $1000-$2000 start up cost is reasonable.",painting and drywall,14.0
207,"House Painting. This business does not have too many expenses, and can become quite profitable in a few days. Ofcourse you may have to work some overtime hours, but this business could be profitable to start as low as $600 a week!",house painting,14.0
208,"Painting and Carpentry. The idea is to purchase a cheap, small carpenter's setup to start out and then build upon that when the business gains a larger client base. The rental model is great for a first shop, but as the market grows, the business can expand with increasing costs.",painting and carpentry,14.0
209,"Painting. There are many profitable and cheap businesses that paint houses, such as painting your home for $20 a week or $25 per week.",painting,14.0
210,"Custom Paint Services. One could set up their own paint shop. These businesses do not charge much more than $600 per month, which makes them relatively profitable.",custom paint services,14.0
211,"Painting and Tiling. This business is profitable, especially during long seasons.",painting and tiling,14.0
212,Painting Services. One could paint a house for as low as $1500 and get it up and running in a week or two.,painting services,14.0
213,"Painting Company. For as low as $1000 you can rent a shop from a rental company to paint a small apartment. In general, businesses with lower profit margins require a loan to start up.",painting company,14.0
214,"Awning Shop. This option is profitable on a very small scale, although it requires much experience in the craftsmanship of awnings for the business to be viable.",awning shop,14.0
215,"Home Decoration Shops. This option involves a huge investment of time and money, but can be very profitable. However, you also have to bear the loss of profit when the weather changes and you lose the customers. This option costs around half the amount as selling the furniture. Again, this option will not be profitable even if you make it for a very long time.",home decoration shops,14.0
216,Video Poker Business. One can start this business for as low as $3000. It would be one of the cheapest options available.,video poker business,15.0
217,"Personal Services. This business does not necessarily need a store, which saves money, and can be set up very easily for as low as $3000. The potential profits are very dependent on location.",personal services,15.0
218,"Business Directory. Many businesses that do not need a store can use a directory to advertise their business. Advertising can be cost effective. For as low as $2500, one could hire several employees and advertise their business on the internet.",business directory,15.0
219,Business Services,business service,15.0
220,"Business Magazine. This idea is similar to the other ideas that were mentioned earlier, you need to find a location and advertise in the business magazine to attract customers.",business magazine,15.0
221,"Home-Based Business. One could get a small business established for as low as $4000, as a sole proprietor. This is not too profitable, but does not require a store.",home-based business,15.0
222,"Small Business Loans. For high margin businesses, such as retail businesses, one can get loans for as low as $5000 for as small business as the startup costs that are involved.",small business loans,15.0
223,"Online businesses. All online businesses can work on low start up costs, but not all can be profitable. Some offer low monthly profit margins, and others have a profit margin of 0%. The internet should offer high margins to online businesses, but the business ideas here are from people who made their money on the internet, so of course it is up to them to decide if they need to charge more or if they can afford to charge less.",online businesses,15.0
224,"Bookkeeping Services. One could set up a simple self-employed business for $3000, which if done correctly can start out producing a positive profit in very less time. Again, low start up costs make it lucrative.",bookkeeping services,15.0
225,"Business school. For as low as $2000 to $3000, one can start a business on their own with little investment. This option is moderately profitable, but depend on the location.",business school,15.0
226,"Biz services. This business would require a store front, which may cost a pretty large total cost to the company. One could choose the location by using a local service to place your business.",biz services,15.0
227,"Business Card. One could establish a card business for just $3500, a very profitable option, though not very popular.",business card,15.0
228,"Home Business, Inc. This company is a profitable one. The average cost to start is $6000, but the maximum cost to start is $50,000. The profit margin is up to 65%, while other businesses may cost around 1%.","home business, inc",15.0
229,"Custom Design business. One could sell custom products without a store. If the products are profitable enough, one can easily raise money from a loan.",custom design business,15.0
230,Business Development. This is one with a higher profitability factor. One could get the same equipment for $5,business development,15.0
231,"A Video Business. One could purchase only one video system for $5000 and start up. A video system can be sold at $400 per month which is profitable, but this business is most definitely a high stress work environment.",a video business,15.0
232,"Home delivery business. Get one or two cars to distribute your products for free, and with the price of gas and the cost of food, one can make quite a significant income with this type of business. You can also set it up in a garage, make extra money driving it for customers.",home delivery business,15.0
233,"Business Consulting. The lowest amount to provide an honest estimate is $2000, and one could set up a business that runs in profit margins of 50%.",business consulting,15.0
234,"Beauty Shop. If one wants to start a beauty salon, this choice is fairly cheap to start up. Depending on location, this will be moderately profitable. This option is not feasible for a large business.",beauty shop,16.0
235,Beauty salons. In this business one need not purchase a shop and start it off. It is sufficient to have hair cut and spa treatments. This would be a very profitable business option and the same as the previous.,beauty salons,16.0
236,"Hair Styling Salon. One could start this business with as little as $1500 up to $5000, depending on the salon's location. The lower cost of hair styling makes it more profitable, and it is easier to pay the loan when the business is established.",hair styling salon,16.0
237,"Barbers. The barber business is similar to other barbers, except the clients are a different type of people who would not have an interest in spending money on a haircut for them. In these days, one could get a small barber shop for around $3000 and get it up and running in few days' time.",barbers,16.0
238,Hair Boutique. One could take the hair stylist business and start this business at a low and manageable $30000. They would be able to turn their profit into a loan to cover their start up costs.,hair boutique,16.0
239,"Hair Care Salon. If starting a hair salon, one needs a lot of money or a lot of experience to achieve an income for a year. These are very profitable, but not feasible when low or more experienced.",hair care salon,16.0
240,"Hair Dyeing, and Salon. Hair dyeing is a bit more profitable, and is also more localized. This is one of the higher priced options, which is why hair dyeing is more feasible, especially in cities with less availability of hair dye. But, the high profit margin and high start up costs makes this business viable.","hair dyeing, and salon",16.0
241,"Hair Transplant center. This would not be too profitable, but is one of the most viable options in terms of start up costs.",hair transplant center,16.0
242,A Hair Studio. A hair salon can be as low as $800 a month. Start-up expenses are minimal and this business would be profitable once a client starts paying a monthly amount.,a hair studio,16.0
243,"Hairdressers. This type of business does not require much investment in equipment because haircuts are done with scissors and straight razors. One could spend as little as $600 on this and get started with the business. This is a moderately profitable business, but depends on the location.",hairdressers,16.0
244,"Hair cuts. One can set up a salon for as low as $50 per day, including a day in advance. This is profitable throughout the year, but the low start up costs make it fairly affordable on a loan.",hair cuts,16.0
245,Hair Styling. One could make up to $100000 doing these services. The only problem with this option is when one has to find the right customers and when one can afford it.,hair styling,16.0
246,"Hair and Grooming Salon. For as low as $1000 and a good location, you have a good idea for a hair and grooming business.",hair and grooming salon,16.0
247,"Hair Shops. These shops are very profitable because the rent for a barber who works for the shop is inexpensive. A barber would work from home instead of the shop, and the shop does not require a sign. The business would require $6000 to start up, as well as sign.",hair shops,16.0
248,"Hairdresser/Nail Salon. A clean up business is always profitable. One can start the clean up business from scratch with $10-$15, and the rest can be paid as additional expenses, making it lucrative.",hairdresser/nail salon,16.0
249,"Hairdresser services. Again, one buys this service in a store. But again this is not the lowest cost option. The store could set it out of the back and in that way keep the rent lower, but the amount would be more than the store could afford.",hairdresser services,16.0
250,"Hair dressing. One could set their hair dressing business up for as low as $2000, excluding rent, to start up. Hair dressing for women is very profitable, but the same would not be true for men, considering the high cost of hair dye, since men only need a few strands to be colored without it looking completely different and unattractive.",hair dressing,16.0
251,Hair and Nail Salon. This could be an idea for an affordable small business. One may only need a hair and nail salon for as low as $2000. This is a profitable business if a high demand exists.,hair and nail salon,16.0
252,"Barbers Shop. One could operate a barber shop for about $8000-10000. There are usually little to no profit margins with barber shops, making them cost prohibitive in the long term. This option is moderately profitable, and provides plenty of opportunity for business expansion.",barbers shop,16.0
253,"Ice Cream Shop. This business is an option if one is willing to lease the space. It is moderately profitable, but if one does not wish to make a sizable investment in the start up of the business, it would be a viable plan also.",ice cream shop,17.0
254,"Coffee Beanery. One can set up an ice cream/coffee shop for as low as $7000 to start up, if necessary, with the additional equipment and space requirement for a coffee shop. This business is quite lucrative and will be profitable, but demand will be dependant on current local market trends.",coffee beanery,17.0
255,Dining Out. One can open a small restaurant with a restaurant-kitchen for as low as $2000.,dining out,18.0
256,"Food and beverage store. Start with something that can produce small quantities of fresh food that cost $0 and can sell them for a profit, $3000 for example, and expand on it.",food and beverage store,18.0
257,"Diner/fast food. If one can make a reasonable amount, such as $200/hr at an existing diner, and has reasonable start up costs, an $8-10,000 loan is possible.",diner/fast food,18.0
258,"Restaurant services. Again, this option does not require a store, and can easily be set up in-store. This is a decent business option because it does not cost too much to start up. It is not very profitable, but if one is good at what they do, there will be much demand for this type of a service.",restaurant services,18.0
259,"Bakery, Cafe, or Deli. One can rent a bakery, cafe or deli for as low as $1000-$5000 per month, for running a business which needs to be profitable. It has to be profitable to get a loan from a bank, and if successful will make a profit.","bakery, cafe, or deli",18.0
260,"Small Cafe. One could get a small cafe started for as low as $1500. This option is not very profitable, but it does not have much competition.",small cafe,18.0
261,"Coffee Bar. There are many coffee shops that are profitable, so one could open up a similar coffee shop for as low as $1000. One could even offer a special, a cup of coffee at any time for 5 cent. Another option is that all the barbershops around the city could join forces and offer a special coffee service for as much as 85 cents.",coffee bar,18.0
262,"Coffee shop/bar. One could set up a coffee shop/bar for as low as $5000-$10000 in a small area and get it started up. Coffee is an exceptionally profitable market, and the low start-up costs make it a viable option. This however, demands more employees to handle this business.",coffee shop/bar,18.0
263,"Home Diner. The minimum start up costs for a home diner is quite high, but this should not deter from the idea. With such minimum spend, one can do quite well with this business (about $3500 in the beginning) even though it is not as profitable as one would expect.",home diner,18.0
264,"Home based catering. With the internet, this business can be set up at as little as $1000 and start running their business. Depending on location, demand for this would be low, but this would be a high-profit margin business.",home based catering,18.0
265,"Dry Cellar restaurant. If operating a restaurant with less than 50 regular customers, one can get as little as $400 to $500 to create their own menu. This option is moderately profitable.",dry cellar restaurant,18.0
266,"Restaurant/Bar. For as low as $40000, one could set up a restaurant/bar and get it off the ground. The profit margins are high, but in order to open a restaurant, one will need to buy certain items like seating to start. In this case one needs to either have a lot of money invested, or the restaurant will need to be very popular in order to make a profit. One also cannot go too big or lose money.",restaurant/bar,18.0
267,"Web Design Company. This one is not the best choice as it is too time consuming to update a website. As such, this option is best suited for small companies that have limited time and resources.",web design company,19.0
268,"Internet Service company. The price is $2000 to get running, but it is not very profitable until the product becomes popular. For as low as $3000, one can get the needed equipment and begin with a nice profit.",internet service company,19.0
269,"Web Browsers. One could try creating an online business with an estimated budget of only $13000, depending on traffic and advertising costs only. This business runs well profitably throughout the world, and needs little set up cost.",web browsers,19.0
270,Internet Radio Station. One can set up a radio service for as little as $6000.,internet radio station,19.0
271,"Web Designing. One could set up a company with no capital requirements, and just work on their projects online or do it as a home business for a fee. As a home business, it only takes 30 min to $500 a day to work on it. The only downside is how much time it would take to create a website. That depends on how fast you work and how much time it would take to create. And how much money do you have to spend. So it would take about",web designing,19.0
272,"Computer Service. Computer repair is something that is too complex for a company to start out with and the costs would be very high. For as low as $6000, one can make it work. This would also be a medium to profitable business.",computer service,19.0
273,"Small Computer Network. If one could find the needed hardware and some software, this business becomes an easy option. Once one could get a few computers, they could start setting up a network. If one did not need the computers much, one could set up a network that would allow the computers and Internet access and then just run this business without buying any computers or Internet service. Of course, the network equipment needed should be fairly cheap to purchase, but the business is not really that profitable. With a",small computer network,19.0
274,"Internet Cafés. One could set up an internet café for as low as $3000 and run it. This business could even be a part time business, saving time needed to operate a store. These businesses are highly profitable.",internet cafés,19.0
275,Web site design services. One can take their business to the online market to get more profits. Start it at as low as $6000 and increase it by increments of 20. This is not necessarily a business. There is no sales.,web site design services,19.0
276,"Web sites. This option is not a profitable option; however, it may be the next best option if one does not have much of a personal budget. One can have a website for $3000 for as long as one would like to have it. This is the low cost solution.",web sites,19.0
277,"Internet Services. This business would have a low start up cost, but could still be a huge success if the demand does not go down. These services can make you money, but not on a daily basis.",internet services,19.0
278,"Web-hosting business. One could choose to get a web-hosting business up and running for as low as $5000. This business is moderately profitable, but needs to be near a major city to support the operation. A loan will allow for this option.",web-hosting business,19.0
279,"Food Truck. One can obtain a food bus for about $2000, take it out of the ice cream truck and set up the food truck as a stand alone company. It can be extremely profitable, especially during summer months. It is also possible to start a food truck during winter months to provide meals for folks who are without power or any other means of food supply.",food truck,20.0
280,"Pizza. At the lower end of the spectrum, getting a pizza shop would cost around $300-$500/month. The initial purchase would be around $3000-$5000. After a few months, the rental expenses would drop dramatically. The cost is quite low to start up because they are a low investment for a high profit.",pizza,20.0
281,"Pizza Hut. The same as above, with a price tag around $12000, but this could be very profitable if located in a major metropolitan area.",pizza hut,20.0
282,Pizza restaurant. This is one of the cheapest and fastest businesses to start up. One can start this business for as low as $1500 and get it up in no time.,pizza restaurant,20.0
283,"Pizza or Chinese. One could either choose one of the two or both. One can either go to either Chinese stores or take a pizza to order. Chinese do not have to charge a set price, which means lower costs, but at the same time, the pizza is not as profitable as before.",pizza or chinese,20.0
284,"Pizza and Pies. The most profitable business idea is this one. This starts at $8000 and could take to more than $10,000. It requires a little more than the other businesses, which can be financed on a short-term or long-term loan.",pizza and pies,20.0
285,"A pizza place. For as low as $2000, to start one could rent enough space for a small pizzeria. It may not be financially viable to run a large business, but the low start-up cost makes it a viable business.",a pizza place,20.0
286,"Pizza Shops. Start a pizza shop for as low as $2500, taking into consideration cost of hiring employees, equipment, and rent, you could expand the business to get more profits into your pocket.",pizza shops,20.0
287,"Food Delivery. This business is also not as profitable as you think it can be. Starting with as little as $5000 and taking the total to around $15000 to start up, one can make a decent return on investment.",food delivery,20.0
288,"Pizza delivery service. The main reason you need the money for this business is because you want to be able to earn an income. This is something that even though is not the most profitable, can still be attractive enough for the person who is qualified.",pizza delivery service,20.0
289,"A Pizza and Sub Shop. The start up can be as low as $2000, for example, and still make about $20,000 per year, which is a high profit margin.",a pizza and sub shop,20.0
